daerah,provinsi,jenis,periode,pendapatan_daerah,pendapatan_asli_daerah,hasil_pajak_daerah,hasil_retribusi_daerah,hasil_pengelolaan_kekayaan_daerah_yang_dipisahkan,lain_lain_pendapatan_asli_daerah_yang_sah,dana_perimbangan,dana_bagi_hasil_pajak_bagi_hasil_bukan_pajak,dana_alokasi_umum,dana_alokasi_khusus,lain_lain_pendapatan_daerah_yang_sah,pendapatan_hibah,dana_darurat,dana_bagi_hasil_pajak_dari_provinsi_dan_pemerintah_daerah_lainnya,dana_penyesuaian_dan_otonomi_khusus,bantuan_keuangan_dari_provinsi_atau_pemerintah_daerah_lainnya,pendapatan_lain_lain,belanja_daerah,belanja_pegawai_l,belanja_barang_dan_jasa,belanja_modal
Kota Tebing Tinggi,Sumatera Utara,Realisasi,2019-09-05,717784000000,114048000000,30084000000,3580000000,13599000000,66785000000,540902000000,215000000,425818000000,114869000000,62834000000,20289000000,0,25503000000,0,0,17042000000,746857000000,0,244718000000,203340000000
Kota Padangsidimpuan,Sumatera Utara,Realisasi,2019-09-05,808686000000,75064000000,18389000000,9385000000,9252000000,38037000000,641431000000,18526000000,498222000000,124683000000,92191000000,0,0,21530000000,33663000000,11506000000,25493000000,821661000000,0,232434000000,113072000000
Kab Pakpak Bharat,Sumatera Utara,Realisasi,2019-09-05,535365000000,20061000000,2674000000,8540000000,1395000000,7452000000,425089000000,14285000000,339272000000,71532000000,90215000000,7921000000,0,11839000000,65522000000,4869000000,63000000,516046000000,0,138241000000,118337000000
Kab Nias Selatan,Sumatera Utara,Realisasi,2019-09-05,1165061000000,19606000000,6390000000,395000000,2305000000,10516000000,771694000000,15869000000,556174000000,199652000000,373761000000,59887000000,0,28876000000,277019000000,7979000000,0,1171733000000,0,276478000000,221306000000
Kab Humbang Hasundutan,Sumatera Utara,Realisasi,2019-09-05,917928000000,92736000000,8739000000,3576000000,4830000000,75592000000,681797000000,15845000000,523818000000,142134000000,143394000000,0,0,25731000000,0,11973000000,105690000000,918953000000,0,228904000000,168861000000
Kab Serdang Bedagai,Sumatera Utara,Realisasi,2019-09-05,1562221000000,194383000000,61274000000,19320000000,5333000000,108456000000,1118880000000,43953000000,763943000000,310984000000,248958000000,0,0,49779000000,161297000000,37882000000,0,1565814000000,0,349005000000,349104000000
Kab Samosir,Sumatera Utara,Realisasi,2019-09-05,802686000000,47447000000,14788000000,5029000000,2715000000,24915000000,608165000000,14544000000,453737000000,139883000000,147075000000,21757000000,0,16540000000,0,17825000000,90953000000,803884000000,0,158554000000,186282000000
Kab Batubara,Sumatera Utara,Realisasi,2019-09-05,1053229000000,64385000000,36842000000,2798000000,0,24745000000,784874000000,31052000000,602464000000,151358000000,203970000000,51506000000,0,39870000000,104278000000,7477000000,837000000,996421000000,0,175540000000,139977000000
Kab Padang Lawas,Sumatera Utara,Realisasi,2019-09-05,1029402000000,47455000000,10141000000,2214000000,2807000000,32293000000,706291000000,27264000000,521563000000,157464000000,275656000000,35119000000,0,22209000000,0,15313000000,203015000000,1067061000000,0,265572000000,204458000000
Kab Padang Lawas Utara,Sumatera Utara,Realisasi,2019-09-05,1063267000000,74306000000,13265000000,13542000000,1618000000,45881000000,700704000000,25031000000,537456000000,138217000000,288257000000,0,0,30178000000,0,0,258079000000,1081855000000,0,196129000000,196036000000
Kab Labuhanbatu Selatan,Sumatera Utara,Realisasi,2019-09-05,888480000000,52210000000,21355000000,16286000000,1509000000,13060000000,713753000000,61294000000,504526000000,147933000000,122518000000,37194000000,0,32235000000,46111000000,6978000000,0,870935000000,0,242168000000,219379000000
Kab Labuhanbatu Utara,Sumatera Utara,Realisasi,2019-09-05,1033344000000,57011000000,23778000000,9481000000,2866000000,20886000000,864256000000,41119000000,588022000000,235115000000,112077000000,2000000000,0,32542000000,67742000000,9793000000,0,976397000000,0,225840000000,223038000000
Kab Nias Utara,Sumatera Utara,Realisasi,2019-09-05,750869000000,50396000000,4599000000,807000000,1941000000,43048000000,564778000000,13216000000,413339000000,138223000000,135695000000,0,0,19333000000,0,6947000000,109415000000,745800000000,0,198199000000,192093000000
Kab Nias Barat,Sumatera Utara,Realisasi,2019-09-05,716036000000,40193000000,6234000000,303000000,659000000,32997000000,568007000000,12867000000,347723000000,207417000000,107835000000,0,0,9123000000,92982000000,5731000000,0,709387000000,0,165672000000,247896000000
Kota Gunungsitoli,Sumatera Utara,Realisasi,2019-09-05,702840000000,29456000000,15016000000,1978000000,0,12462000000,552040000000,15375000000,426759000000,109906000000,121344000000,20691000000,0,19694000000,76000000000,4958000000,0,702838000000,0,112857000000,183521000000
Kab Limapuluh Kota,Sumatera Barat,Realisasi,2019-09-05,1257168000000,73441000000,20370000000,4986000000,2425000000,45660000000,997618000000,14484000000,747073000000,236061000000,186109000000,3040000000,0,44151000000,138918000000,0,0,1245812000000,0,235427000000,232637000000
Kab Agam,Sumatera Barat,Realisasi,2019-09-05,1390233000000,99684000000,31337000000,5715000000,8401000000,54232000000,1092066000000,16208000000,813475000000,262383000000,198483000000,59878000000,0,49263000000,89342000000,0,0,1387560000000,0,318408000000,212320000000
Kab Kepulauan Mentawai,Sumatera Barat,Realisasi,2019-09-05,913545000000,45358000000,4473000000,11448000000,11558000000,17879000000,776846000000,13389000000,610487000000,152970000000,91340000000,15386000000,0,30593000000,45361000000,0,0,900576000000,0,324807000000,222210000000
Kab Padang Pariaman,Sumatera Barat,Realisasi,2019-09-05,1309986000000,84503000000,41412000000,2865000000,5791000000,34435000000,1087008000000,10496000000,769827000000,306685000000,138475000000,65888000000,0,49161000000,16500000000,6700000000,226000000,1326772000000,0,248344000000,262954000000
Kab Pasaman,Sumatera Barat,Realisasi,2019-09-05,988438000000,100067000000,9681000000,4420000000,9085000000,76881000000,755591000000,11500000000,596083000000,148008000000,132780000000,45576000000,0,39748000000,47456000000,0,0,981817000000,0,289504000000,140813000000
Kab Pesisir Selatan,Sumatera Barat,Realisasi,2019-09-05,1529142000000,123907000000,23752000000,4553000000,5711000000,89891000000,1120389000000,17130000000,838100000000,265160000000,284846000000,72865000000,0,57274000000,154706000000,0,0,1569021000000,0,356414000000,257287000000
Kab Sijunjung,Sumatera Barat,Realisasi,2019-09-05,941609000000,79056000000,14110000000,4487000000,10777000000,49681000000,700525000000,12446000000,548573000000,139506000000,162028000000,32803000000,0,37468000000,84901000000,0,6856000000,958139000000,0,210099000000,205819000000
Kab Solok,Sumatera Barat,Realisasi,2019-09-05,1163605000000,68302000000,19015000000,6049000000,6044000000,37193000000,936193000000,12454000000,710963000000,212777000000,159110000000,53468000000,0,42671000000,62972000000,0,0,1167507000000,0,244440000000,167163000000
Kab Tanah Datar,Sumatera Barat,Realisasi,2019-09-05,1230336000000,115914000000,19847000000,9163000000,17854000000,69050000000,944907000000,12237000000,695556000000,237114000000,169515000000,44661000000,0,42305000000,82549000000,0,0,1238098000000,0,292927000000,165135000000
Kota Bukittinggi,Sumatera Barat,Realisasi,2019-09-05,695592000000,101937000000,45131000000,29943000000,4936000000,21927000000,523062000000,12590000000,450906000000,59566000000,70593000000,14739000000,0,27605000000,28250000000,0,0,705251000000,0,155879000000,178011000000
Kota Padang Panjang,Sumatera Barat,Realisasi,2019-09-05,553789000000,79752000000,8294000000,5159000000,5795000000,60504000000,442113000000,9251000000,375436000000,57425000000,31924000000,7451000000,0,20472000000,4000000000,0,0,613485000000,0,217050000000,125026000000
Kota Padang,Sumatera Barat,Realisasi,2019-09-05,2160376000000,487938000000,348898000000,41587000000,10255000000,87198000000,1427930000000,64528000000,1100371000000,263031000000,244508000000,102251000000,0,114007000000,28250000000,0,0,2177973000000,0,645130000000,419840000000
Kota Payakumbuh,Sumatera Barat,Realisasi,2019-09-05,723205000000,103244000000,17236000000,7422000000,5949000000,72638000000,555756000000,17793000000,437697000000,100266000000,64204000000,22648000000,0,25056000000,16500000000,0,0,794830000000,16081000000,270086000000,164577000000
Kota Sawahlunto,Sumatera Barat,Realisasi,2019-09-05,586464000000,47227000000,5546000000,3534000000,9984000000,28163000000,458504000000,19144000000,374920000000,64440000000,80732000000,0,0,22538000000,50970000000,0,7224000000,582395000000,0,195049000000,77528000000
Kota Solok,Sumatera Barat,Realisasi,2019-09-05,565850000000,40743000000,9261000000,5784000000,10867000000,14831000000,481477000000,11403000000,398106000000,71968000000,43630000000,11381000000,0,22749000000,9500000000,0,0,648548000000,0,213944000000,159588000000
Kota Pariaman,Sumatera Barat,Realisasi,2019-09-05,627169000000,32213000000,9983000000,4185000000,4752000000,13294000000,509927000000,11589000000,415241000000,83097000000,85029000000,12082000000,0,23177000000,49770000000,0,0,634782000000,0,156338000000,132431000000
Kab Pasaman Barat,Sumatera Barat,Realisasi,2019-09-05,1134286000000,158873000000,20814000000,6729000000,7079000000,124251000000,887119000000,25561000000,644334000000,217225000000,88293000000,3209000000,0,50335000000,34750000000,0,0,1169324000000,0,278875000000,327268000000
Kab Dharmasraya,Sumatera Barat,Realisasi,2019-09-05,890040000000,110209000000,28940000000,1917000000,3177000000,76174000000,659599000000,54818000000,501889000000,102892000000,120232000000,730000000,0,0,119502000000,0,0,937583000000,0,250401000000,216737000000
Kab Solok Selatan,Sumatera Barat,Realisasi,2019-09-05,794740000000,60545000000,7619000000,922000000,1470000000,50534000000,636215000000,18494000000,480406000000,137315000000,97980000000,22806000000,0,39373000000,35801000000,0,0,788836000000,0,181141000000,196414000000
Kab Bengkalis,Riau,Realisasi,2019-09-05,3359728000000,319281000000,65992000000,14689000000,31369000000,207230000000,2783228000000,2254355000000,345071000000,183801000000,257220000000,0,0,105620000000,144784000000,6816000000,0,3159073000000,0,886830000000,903407000000
Kab Indragiri Hilir,Riau,Realisasi,2019-09-05,1880755000000,157482000000,32646000000,6853000000,13564000000,104419000000,1363810000000,224148000000,918603000000,221059000000,359462000000,71022000000,0,142014000000,146427000000,0,0,1800130000000,0,483453000000,213660000000
Kab Indragiri Hulu,Riau,Realisasi,2019-09-05,1490528000000,111901000000,41345000000,4720000000,1651000000,64185000000,1057924000000,248874000000,646609000000,162440000000,320704000000,66167000000,0,95692000000,140433000000,18411000000,0,1310968000000,0,393736000000,138093000000
Kab Kampar,Riau,Realisasi,2019-09-05,2327551000000,229959000000,114532000000,14489000000,31688000000,69250000000,1700588000000,620925000000,774370000000,305292000000,397005000000,103356000000,0,270632000000,0,23017000000,0,2168293000000,0,545933000000,315557000000
Kab Kuantan Singingi,Riau,Realisasi,2019-09-05,1379036000000,93228000000,42752000000,5592000000,3923000000,40960000000,1020439000000,197358000000,618562000000,204520000000,265369000000,42412000000,0,58186000000,153077000000,11694000000,0,1344119000000,0,294382000000,196802000000
Kab Pelalawan,Riau,Realisasi,2019-09-05,1469021000000,136698000000,66868000000,4165000000,10629000000,55036000000,1088779000000,330384000000,610600000000,147795000000,243544000000,48785000000,0,99144000000,89841000000,5774000000,0,1279028000000,0,427516000000,161281000000
Kab Rokan Hilir,Riau,Realisasi,2019-09-05,1749422000000,108054000000,43729000000,3103000000,11783000000,49439000000,1568826000000,0,1568826000000,0,72543000000,72543000000,0,0,0,0,0,1625839000000,0,495372000000,217557000000
Kab Rokan Hulu,Riau,Realisasi,2019-09-05,1577824000000,85734000000,33439000000,5810000000,2136000000,44349000000,1119943000000,230713000000,654291000000,234938000000,372147000000,83424000000,0,101547000000,0,120307000000,66870000000,1580181000000,0,412200000000,353287000000
Kab Siak,Riau,Realisasi,2019-09-05,1945677000000,290637000000,107552000000,18799000000,66716000000,97571000000,1388860000000,919191000000,323264000000,146405000000,266180000000,0,0,113295000000,152885000000,0,0,1705936000000,0,572685000000,179484000000
Kota Dumai,Riau,Realisasi,2019-09-05,1225296000000,279655000000,127964000000,30678000000,2190000000,118824000000,810190000000,216671000000,427188000000,166331000000,135451000000,36060000000,0,86741000000,0,12650000000,0,1112399000000,0,459684000000,174224000000
Kota Pekanbaru,Riau,Realisasi,2019-09-05,2235019000000,592707000000,498879000000,47964000000,4756000000,41108000000,1277238000000,266168000000,798138000000,212932000000,365074000000,96426000000,0,234018000000,27250000000,7380000000,0,2219360000000,0,759516000000,531149000000
Kab Kepulauan Meranti,Riau,Realisasi,2019-09-05,1065043000000,68006000000,13055000000,1175000000,15477000000,38298000000,781603000000,219420000000,403427000000,158755000000,215434000000,21166000000,0,63593000000,119301000000,11375000000,0,1042026000000,0,313243000000,169803000000
Kab Batanghari,Jambi,Realisasi,2019-09-05,1199730000000,98809000000,36593000000,5386000000,9538000000,47292000000,888246000000,140273000000,605739000000,142234000000,212675000000,41285000000,0,49751000000,114199000000,7440000000,0,1163494000000,0,322670000000,148207000000
Kab Bungo,Jambi,Realisasi,2019-09-05,1261739000000,133848000000,38052000000,3808000000,4408000000,87580000000,917465000000,88485000000,635999000000,192981000000,210426000000,44783000000,0,56801000000,99662000000,9180000000,0,1300742000000,0,339278000000,203212000000
Kab Kerinci,Jambi,Realisasi,2019-09-05,1202472000000,80481000000,13560000000,2879000000,8296000000,55746000000,802841000000,58499000000,589203000000,155139000000,319151000000,31755000000,0,42964000000,223111000000,0,21320000000,1159696000000,0,220412000000,191868000000
Kab Merangin,Jambi,Realisasi,2019-09-05,1334263000000,89305000000,22385000000,4916000000,5392000000,56612000000,978237000000,63775000000,718849000000,195612000000,266722000000,48430000000,0,52221000000,148824000000,17246000000,0,1314901000000,0,253253000000,207241000000
Kab Muaro Jambi,Jambi,Realisasi,2019-09-05,1319276000000,90305000000,47987000000,9920000000,5834000000,26565000000,978668000000,132952000000,670341000000,175376000000,250303000000,45959000000,0,52193000000,142746000000,9300000000,105000000,1239695000000,0,198055000000,292728000000
Kab Sarolangun,Jambi,Realisasi,2019-09-05,1226389000000,118829000000,54590000000,2177000000,7882000000,54180000000,771255000000,121162000000,583152000000,66941000000,336306000000,40105000000,0,50049000000,236671000000,9480000000,0,1109541000000,0,317185000000,215169000000
Kab Tanjung Jabung Barat,Jambi,Realisasi,2019-09-05,1383043000000,101774000000,31359000000,2484000000,10429000000,57502000000,1096230000000,447010000000,506466000000,142754000000,185040000000,37143000000,0,139856000000,0,8040000000,0,1344964000000,0,272182000000,419658000000
Kab Tanjung Jabung Timur,Jambi,Realisasi,2019-09-05,1093501000000,49607000000,17706000000,1174000000,6393000000,24334000000,905488000000,168166000000,540401000000,196922000000,138405000000,230000000,0,43732000000,88864000000,5580000000,0,1133467000000,0,240755000000,312957000000
Kab Tebo,Jambi,Realisasi,2019-09-05,1099896000000,76160000000,21932000000,2882000000,6164000000,45182000000,806444000000,93604000000,582313000000,130526000000,217293000000,2000000000,0,55690000000,118391000000,0,41212000000,1046283000000,0,222187000000,258991000000
Kota Jambi,Jambi,Realisasi,2019-09-05,1624877000000,338892000000,215444000000,40389000000,8855000000,74203000000,1110715000000,118633000000,714783000000,277298000000,175271000000,59420000000,0,94131000000,18000000000,3720000000,0,1578604000000,0,467426000000,445809000000
Kota Sungai Penuh,Jambi,Realisasi,2019-09-05,727122000000,34184000000,8691000000,2905000000,11105000000,11484000000,571604000000,56721000000,422533000000,92351000000,121334000000,11424000000,0,40815000000,64955000000,4140000000,0,740865000000,0,220623000000,194683000000
Kab Lahat,Sumatera Selatan,Realisasi,2019-09-05,1916874000000,112571000000,39707000000,4860000000,6500000000,61505000000,1377664000000,459888000000,696380000000,221396000000,426639000000,50093000000,0,80250000000,294408000000,1888000000,0,1834484000000,0,370174000000,309562000000
Kab Musi Banyuasin,Sumatera Selatan,Realisasi,2019-09-05,3019700000000,210238000000,81343000000,5581000000,12233000000,111082000000,2399445000000,1770279000000,370827000000,258340000000,410016000000,89177000000,0,99578000000,0,0,221262000000,2958060000000,0,833541000000,871953000000
Kab Musi Rawas,Sumatera Selatan,Realisasi,2019-09-05,1759881000000,106289000000,27304000000,3437000000,4818000000,70730000000,1330725000000,416542000000,639753000000,274430000000,322866000000,50766000000,0,62618000000,204048000000,4230000000,1204000000,1648415000000,0,448730000000,361983000000
Kab Muara Enim,Sumatera Selatan,Realisasi,2019-09-05,2525584000000,232469000000,69038000000,24516000000,17161000000,121754000000,1792510000000,895484000000,661337000000,235689000000,500605000000,106587000000,0,121397000000,0,17277000000,255343000000,2434360000000,0,629124000000,556629000000
Kab Ogan Komering Ilir,Sumatera Selatan,Realisasi,2019-09-05,2224002000000,235946000000,45688000000,4410000000,7254000000,178594000000,1603717000000,180159000000,1053841000000,369717000000,384339000000,0,0,99363000000,26250000000,0,258726000000,1918481000000,0,373839000000,302186000000
Kab Ogan Komering Ulu,Sumatera Selatan,Realisasi,2019-09-05,1412522000000,156622000000,43505000000,2744000000,2896000000,107477000000,1030584000000,211188000000,636234000000,183162000000,225316000000,0,0,71038000000,143181000000,0,11097000000,1419174000000,0,329643000000,328754000000
Kota Palembang,Sumatera Selatan,Realisasi,2019-09-05,3485883000000,953302000000,721013000000,48100000000,62319000000,121871000000,1990568000000,239241000000,1269426000000,481900000000,542013000000,156409000000,0,346457000000,25250000000,13896000000,0,3488244000000,0,968128000000,851367000000
Kota Prabumulih,Sumatera Selatan,Realisasi,2019-09-05,958369000000,90911000000,26171000000,2577000000,1454000000,60709000000,738072000000,223979000000,416313000000,97781000000,129387000000,22663000000,0,69429000000,33295000000,4000000000,0,850890000000,0,337783000000,119551000000
Kota Pagar Alam,Sumatera Selatan,Realisasi,2019-09-05,769448000000,73600000000,8255000000,2539000000,4832000000,57974000000,636318000000,130555000000,391943000000,113819000000,59530000000,0,0,47500000000,8000000000,4030000000,0,655603000000,0,236455000000,92576000000
Kota Lubuk Linggau,Sumatera Selatan,Realisasi,2019-09-05,923899000000,105607000000,38459000000,8647000000,1723000000,56779000000,706155000000,132400000000,449083000000,124672000000,112137000000,27816000000,0,66571000000,17750000000,0,0,859995000000,0,209552000000,209920000000
Kab Banyuasin,Sumatera Selatan,Realisasi,2019-09-05,2080649000000,140602000000,82349000000,7751000000,4432000000,46069000000,1449492000000,196611000000,933632000000,319249000000,490555000000,27000000,0,92935000000,388096000000,0,9497000000,1992041000000,0,534549000000,266429000000
Kab Ogan Ilir,Sumatera Selatan,Realisasi,2019-09-05,1417186000000,55363000000,19463000000,5640000000,2912000000,27348000000,1049791000000,186542000000,623349000000,239900000000,312032000000,48904000000,0,62177000000,17500000000,0,183451000000,1374235000000,0,320381000000,275666000000
Kab Ogan Komering Ulu Timur,Sumatera Selatan,Realisasi,2019-09-05,1627164000000,85235000000,30073000000,8197000000,1857000000,45108000000,1170666000000,135050000000,767167000000,268449000000,371262000000,71870000000,0,74025000000,8000000000,11441000000,205926000000,1614914000000,0,358487000000,278117000000
Kab Ogan Komering Ulu Selatan,Sumatera Selatan,Realisasi,2019-09-05,1268127000000,42993000000,13022000000,5261000000,3405000000,21306000000,910649000000,135592000000,598063000000,176994000000,314485000000,48851000000,0,56469000000,209165000000,0,0,1228203000000,0,268812000000,311606000000
Kab Empat Lawang,Sumatera Selatan,Realisasi,2019-09-05,978617000000,32217000000,10417000000,464000000,4864000000,16472000000,745236000000,132507000000,424811000000,187918000000,201163000000,34944000000,0,47447000000,112224000000,6547000000,1000000,968084000000,0,257782000000,248436000000
Kab Penukal Abab Lematang Ilir,Sumatera Selatan,Realisasi,2019-09-05,1226434000000,74393000000,16208000000,1042000000,0,57143000000,1022377000000,552033000000,317402000000,152942000000,129665000000,0,0,31834000000,0,6801000000,91030000000,1359664000000,0,394979000000,622813000000
Kab Musi Rawas Utara,Sumatera Selatan,Realisasi,2019-09-05,922982000000,30142000000,9648000000,575000000,0,19918000000,735357000000,164084000000,383935000000,187337000000,157483000000,0,0,43742000000,83178000000,5410000000,25153000000,867583000000,0,252733000000,323942000000
Kab Bengkulu Selatan,Bengkulu,Realisasi,2019-09-05,914271000000,67244000000,9692000000,1776000000,2570000000,53205000000,719221000000,13612000000,554136000000,151473000000,127807000000,0,0,30419000000,97388000000,0,0,889754000000,0,230768000000,95544000000
Kab Bengkulu Utara,Bengkulu,Realisasi,2019-09-05,1147688000000,117688000000,14988000000,1296000000,0,101405000000,853290000000,49747000000,625035000000,178508000000,176709000000,1000000000,0,29879000000,145831000000,0,0,1154174000000,0,303426000000,176492000000
Kab Rejang Lebong,Bengkulu,Realisasi,2019-09-05,1053045000000,84508000000,16127000000,3599000000,2406000000,62376000000,808906000000,15269000000,593702000000,199934000000,159631000000,34904000000,0,27200000000,97527000000,0,0,1100781000000,0,321211000000,170608000000
Kota Bengkulu,Bengkulu,Realisasi,2019-09-05,1096907000000,182885000000,84891000000,13216000000,3444000000,81334000000,856866000000,28072000000,671384000000,157409000000,57156000000,1005000000,0,56151000000,0,0,0,1035960000000,0,255437000000,168786000000
Kab Kaur,Bengkulu,Realisasi,2019-09-05,729347000000,37086000000,9393000000,1487000000,2416000000,23790000000,553043000000,14025000000,435518000000,103500000000,139217000000,0,0,0,9250000000,0,129967000000,739852000000,0,222794000000,91068000000
Kab Seluma,Bengkulu,Realisasi,2019-09-05,892233000000,58028000000,11157000000,635000000,2165000000,44072000000,681199000000,18056000000,497868000000,165275000000,153006000000,0,0,26303000000,126704000000,0,0,886516000000,0,230549000000,121011000000
Kab Mukomuko,Bengkulu,Realisasi,2019-09-05,849294000000,85748000000,19013000000,1554000000,3275000000,61906000000,631956000000,21388000000,492253000000,118316000000,131590000000,0,0,25046000000,106544000000,0,0,890000000000,0,224117000000,208861000000
Kab Lebong,Bengkulu,Realisasi,2019-09-05,665222000000,35309000000,6411000000,569000000,2619000000,25709000000,516195000000,16615000000,405048000000,94531000000,113718000000,0,0,19230000000,94488000000,0,0,672702000000,0,144646000000,141123000000
Kab Kepahiang,Bengkulu,Realisasi,2019-09-05,683361000000,34445000000,6102000000,846000000,2881000000,24616000000,534766000000,13798000000,414396000000,106572000000,114150000000,16434000000,0,22758000000,74958000000,0,0,673637000000,0,197988000000,102985000000
Kab Bengkulu Tengah,Bengkulu,Realisasi,2019-09-05,647130000000,23500000000,8083000000,2346000000,1215000000,11856000000,586360000000,39177000000,429990000000,117193000000,37271000000,0,0,22275000000,14996000000,0,0,733986000000,0,171769000000,134526000000
Kab Lampung Barat,Lampung,Realisasi,2019-09-05,1124189000000,50472000000,11617000000,2015000000,3409000000,33430000000,854831000000,25691000000,521744000000,307395000000,218887000000,48917000000,0,57487000000,112484000000,0,0,1109753000000,0,236063000000,290210000000
Kab Lampung Selatan,Lampung,Realisasi,2019-09-05,2077293000000,215411000000,91956000000,9160000000,6784000000,107512000000,1203773000000,39875000000,1019208000000,144690000000,658109000000,99838000000,0,93389000000,463882000000,0,1000000000,1974307000000,0,348935000000,383353000000
Kab Lampung Tengah,Lampung,Realisasi,2019-09-05,2474608000000,165415000000,79710000000,6643000000,6524000000,72537000000,1808254000000,51129000000,1319481000000,437644000000,500939000000,128289000000,0,109634000000,4250000000,0,258766000000,2388867000000,0,456959000000,372907000000
Kab Lampung Utara,Lampung,Realisasi,2019-09-05,1719194000000,102290000000,24075000000,1905000000,8977000000,67333000000,1206060000000,30025000000,949531000000,226504000000,410845000000,70558000000,0,82728000000,249982000000,0,7577000000,1677656000000,0,323662000000,193420000000
Kab Lampung Timur,Lampung,Realisasi,2019-09-05,2051436000000,125036000000,53214000000,5716000000,2740000000,63367000000,1494906000000,69741000000,1069168000000,355997000000,431495000000,95550000000,0,101643000000,234302000000,0,0,2002789000000,0,386969000000,285431000000
Kab Tanggamus,Lampung,Realisasi,2019-09-05,1537157000000,61714000000,17670000000,3135000000,3884000000,37025000000,1074910000000,54322000000,778606000000,241982000000,400533000000,61417000000,0,66235000000,248590000000,0,24290000000,1527712000000,0,267688000000,172289000000
Kab Tulang Bawang,Lampung,Realisasi,2019-09-05,1227207000000,67130000000,19836000000,1530000000,3078000000,42685000000,903489000000,33902000000,612113000000,257475000000,256587000000,44719000000,0,75627000000,136242000000,0,0,1182414000000,0,314694000000,230921000000
Kab Way Kanan,Lampung,Realisasi,2019-09-05,1385712000000,56765000000,18385000000,1384000000,3925000000,33071000000,1023174000000,30214000000,655519000000,337441000000,305773000000,53296000000,0,70826000000,181630000000,0,21000000,1501095000000,0,305104000000,465985000000
Kota Bandar Lampung,Lampung,Realisasi,2019-09-05,2162097000000,550275000000,398448000000,29579000000,14895000000,107353000000,1364968000000,65329000000,1034731000000,264909000000,246853000000,90009000000,0,156844000000,0,0,0,2190206000000,0,692756000000,425199000000
Kota Metro,Lampung,Realisasi,2019-09-05,850863000000,132202000000,21731000000,5605000000,4343000000,100524000000,624067000000,26781000000,455732000000,141554000000,94594000000,15547000000,0,49569000000,25500000000,0,3978000000,870142000000,0,288532000000,224461000000
Kab Pesawaran,Lampung,Realisasi,2019-09-05,1285924000000,58265000000,24650000000,5228000000,410000000,27978000000,946460000000,25985000000,669277000000,251198000000,281199000000,48059000000,0,65004000000,168136000000,0,0,1340307000000,0,243093000000,331912000000
Kab Pringsewu,Lampung,Realisasi,2019-09-05,1150546000000,71825000000,21289000000,3328000000,1660000000,45547000000,842346000000,23424000000,621967000000,196955000000,236375000000,43819000000,0,61031000000,131524000000,0,0,1159676000000,0,243684000000,210461000000
Kab Mesuji,Lampung,Realisasi,2019-09-05,844393000000,33206000000,9104000000,3095000000,1067000000,19939000000,615641000000,30224000000,446272000000,139145000000,195546000000,24402000000,0,48476000000,0,0,122667000000,812660000000,0,140851000000,240570000000
Kab Tulang Bawang Barat,Lampung,Realisasi,2019-09-05,946198000000,27613000000,14021000000,2906000000,1632000000,9054000000,725407000000,24673000000,463478000000,237255000000,193178000000,34002000000,0,53025000000,101458000000,0,4692000000,966958000000,0,179306000000,381115000000
Kab Pesisir Barat,Lampung,Realisasi,2019-09-05,775334000000,23481000000,6415000000,2881000000,0,14185000000,573284000000,22151000000,417316000000,133816000000,178569000000,21441000000,0,47784000000,98951000000,10000000000,394000000,797058000000,0,152871000000,229701000000
Prov DKI Jakarta,DKI Jakarta,Realisasi,2019-09-05,61235825000000,43327137000000,37538912000000,578556000000,592956000000,4616712000000,17855177000000,15209573000000,0,2645604000000,53511000000,53511000000,0,0,0,0,0,61410122000000,0,16919780000000,14118608000000
Kab Bandung,Jawa Barat,Realisasi,2019-09-05,5000506000000,927543000000,468479000000,26707000000,67428000000,364930000000,3137666000000,340444000000,2060203000000,737020000000,935297000000,349781000000,0,464457000000,34250000000,29890000000,56918000000,5114896000000,0,1551474000000,713093000000
Kab Bekasi,Jawa Barat,Realisasi,2019-09-05,5194984000000,2094369000000,1656040000000,160510000000,13142000000,264678000000,1903322000000,413964000000,1152893000000,336464000000,1197293000000,269758000000,0,685250000000,210589000000,31696000000,0,5057702000000,0,1652583000000,853622000000
Kab Bogor,Jawa Barat,Realisasi,2019-09-05,7300485000000,2794661000000,1969520000000,112776000000,44287000000,668078000000,2818814000000,262173000000,1919024000000,637618000000,1687010000000,445198000000,0,707219000000,419568000000,115025000000,0,7305060000000,371476000000,1947098000000,1313835000000
Kab Ciamis,Jawa Barat,Realisasi,2019-09-05,2573609000000,234611000000,66587000000,8307000000,3984000000,155733000000,1627548000000,64696000000,1156617000000,406236000000,711450000000,111989000000,0,116229000000,243036000000,240197000000,0,2602915000000,0,472341000000,442374000000
Kab Cianjur,Jawa Barat,Realisasi,2019-09-05,4017390000000,569845000000,192762000000,28261000000,9248000000,339573000000,2246193000000,80685000000,1548376000000,617132000000,1201352000000,609760000000,0,219389000000,0,0,372203000000,4000994000000,0,950432000000,928610000000
Kab Cirebon,Jawa Barat,Realisasi,2019-09-05,3683068000000,584811000000,207896000000,42631000000,7895000000,326389000000,1709529000000,87155000000,1500539000000,121835000000,1388729000000,214039000000,0,282186000000,766892000000,125613000000,0,3681465000000,0,971594000000,510924000000
